GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US08001008401,08001008401,"Census Tract 84.01, Adams County, Colorado",1557,102,75510,6179,82.9,4.6,77966,7961,16.3,4.4,6466,4857,22.7,4.9,19148,2409,4.6,3.3,9156,5678,0.0,1.9,-,**,14.8,4.2,23399,6779,1071,125,88350,8055,8.7,3.6,30428,12019,31.5,7.2,71629,11641,41.3,8.4,97426,13759,6.2,3.5,80948,27181,10.4,4.3,148630,26061,2.1,2.0,125059,59353,4240,343,28585,2385,92.1,3.6,29422,2526,0.5,0.4,N,N,1.4,1.4,26247,17990,1.2,0.9,16516,11164,0.0,0.7,-,**,3.3,3.0,13141,7999,1.5,1.1,20112,9028,14.3,4.7,14210,3252,82.0,4.9,31337,2568,45.0,(X),(X),(X),45.2,(X),(X),(X),30.9,(X),(X),(X)
1400000US08001008402,08001008402,"Census Tract 84.02, Adams County, Colorado",1587,83,80303,6912,91.7,4.0,73259,7271,19.8,5.6,6394,4390,24.3,6.8,21002,2490,2.3,2.2,14319,9383,0.9,1.3,N,N,14.6,4.4,32945,6090,1337,107,84349,7886,6.3,4.0,31487,21462,32.2,8.1,71311,10274,46.3,7.6,96314,12005,5.2,3.5,43847,13154,10.0,3.8,125210,23818,0.0,2.2,-,**,4839,318,26604,2515,93.8,3.8,27228,2794,0.0,0.6,-,**,0.8,1.3,N,N,0.4,0.7,N,N,0.0,0.6,-,**,3.2,3.0,14154,6228,1.7,1.7,18258,10426,7.4,4.1,15186,6593,87.9,4.8,28096,2945,31.4,(X),(X),(X),33.0,(X),(X),(X),22.7,(X),(X),(X)
1400000US08001008505,08001008505,"Census Tract 85.05, Adams County, Colorado",2462,133,64517,5531,75.1,5.7,70300,6456,15.9,5.5,2885,1271,28.0,5.8,20058,2485,1.2,1.4,N,N,2.1,2.0,4675,3484,16.1,5.8,19532,3911,1674,157,69717,6069,17.8,6.8,37952,11613,29.7,9.3,60997,8046,31.4,8.7,78236,9018,8.1,5.2,66730,17842,8.1,4.9,117013,16044,4.9,4.1,110513,35906,6989,646,24041,2672,88.6,5.1,25062,2875,1.8,1.7,18090,15525,0.9,1.1,N,N,5.0,4.5,7216,8507,0.0,0.4,-,**,2.9,2.5,25951,15037,0.9,0.9,31842,30990,26.4,7.8,19578,5870,66.6,8.3,27343,2848,29.4,(X),(X),(X),26.2,(X),(X),(X),22.3,(X),(X),(X)
1400000US08001008506,08001008506,"Census Tract 85.06, Adams County, Colorado",2610,166,42442,3818,73.2,6.4,47289,5187,11.5,4.7,4506,3273,24.0,5.4,14241,2028,4.2,2.4,7393,3055,4.0,3.1,1166,847,8.5,3.9,14883,5037,1156,172,50021,7288,10.9,7.0,15174,9939,39.9,13.0,36965,8874,15.2,10.2,73020,18191,19.0,10.7,52548,14646,6.1,5.1,84949,18791,8.8,7.3,82628,34077,6022,481,19723,2253,92.4,3.7,19771,2247,1.9,1.7,12443,8084,0.1,0.2,N,N,1.5,1.0,26914,17868,0.0,0.5,-,**,2.8,3.0,28750,8178,1.3,1.2,N,N,37.3,6.9,14600,3882,59.3,6.8,23154,2800,24.5,(X),(X),(X),25.5,(X),(X),(X),23.9,(X),(X),(X)
1400000US08001008507,08001008507,"Census Tract 85.07, Adams County, Colorado",2176,112,71698,7389,79.3,5.3,66266,7952,14.5,5.4,13813,15719,29.7,6.0,20959,3831,2.8,2.0,10855,3315,0.0,1.4,-,**,25.0,5.3,29751,7772,1641,154,71333,7576,13.1,5.5,69557,17003,22.3,8.0,41666,7983,26.6,7.4,73595,8853,18.6,9.1,76177,29656,13.8,6.9,107430,15229,5.5,5.2,77711,19906,7215,649,22946,3094,82.1,7.4,23859,3516,0.8,0.8,33283,15463,0.2,0.2,N,N,0.9,1.2,23896,13737,0.0,0.4,-,**,8.3,6.2,21481,9473,7.7,5.8,12875,8360,38.2,6.2,15110,4026,58.4,6.2,27705,4068,30.3,(X),(X),(X),30.4,(X),(X),(X),21.2,(X),(X),(X)
1400000US08001008508,08001008508,"Census Tract 85.08, Adams County, Colorado",1881,86,78042,5922,90.2,3.4,76477,6538,14.1,4.5,6168,3391,16.3,3.0,19310,3378,3.9,3.8,8936,2159,1.6,1.6,5119,3080,13.8,3.5,17434,5085,1402,114,83906,6735,7.7,4.2,25288,18075,31.7,8.9,63103,9773,34.7,8.2,100735,8449,10.1,5.9,92648,24127,14.3,6.1,107855,21589,1.6,1.7,145255,73688,5725,548,26279,2537,85.1,7.3,27528,3002,4.8,5.2,9395,2686,0.8,0.8,73220,12329,6.5,5.0,17359,7667,0.0,0.5,-,**,1.7,1.0,24629,12395,1.1,1.3,25553,11146,24.2,4.6,24713,7672,63.2,8.3,28624,3316,19.5,(X),(X),(X),17.7,(X),(X),(X),15.5,(X),(X),(X)
1400000US08001008523,08001008523,"Census Tract 85.23, Adams County, Colorado",2465,158,109672,16999,87.6,4.3,110665,18374,19.0,4.3,11147,4740,17.2,3.7,22018,2784,2.1,1.7,15021,4491,3.2,3.2,4353,3194,15.0,4.3,25212,7392,1920,174,119475,19438,7.8,3.0,77092,28200,30.7,8.2,74891,17205,40.9,8.8,129176,15154,6.1,3.8,140094,78995,13.2,5.5,212849,154464,1.3,1.4,77800,27687,7017,550,39392,5650,90.8,5.8,41007,6052,4.0,5.0,24083,11548,0.8,1.2,N,N,0.0,0.4,-,**,0.0,0.4,-,**,2.9,2.9,13373,7359,1.5,1.1,41191,38430,20.5,5.4,21301,6117,73.2,6.8,45417,7322,31.9,(X),(X),(X),33.0,(X),(X),(X),26.7,(X),(X),(X)
1400000US08001008524,08001008524,"Census Tract 85.24, Adams County, Colorado",2547,96,106505,12418,93.6,3.3,101274,11959,20.5,4.7,7855,6068,15.8,4.7,20910,2857,1.5,1.6,10732,2582,1.1,1.5,N,N,14.0,5.1,25493,6272,2140,132,111879,14458,6.4,3.5,41023,15238,26.1,6.4,83595,15284,41.4,7.2,132906,26841,9.0,5.8,108317,104531,12.9,5.2,145732,36511,4.3,2.9,92105,17386,7815,411,35582,4614,87.3,3.2,34876,5041,1.7,1.7,34215,45492,0.3,0.4,N,N,5.1,2.4,61983,18562,0.0,0.4,-,**,1.6,1.5,19020,11337,4.0,2.3,22562,10086,21.0,4.2,21167,3709,69.6,4.9,38465,6069,22.1,(X),(X),(X),22.3,(X),(X),(X),16.5,(X),(X),(X)
1400000US08001008526,08001008526,"Census Tract 85.26, Adams County, Colorado",2519,63,101668,7502,90.3,3.2,97802,7370,29.5,5.7,11173,5597,14.9,2.7,23916,4203,0.6,1.0,N,N,0.5,0.8,N,N,17.0,3.9,27828,8055,1906,148,113143,9962,4.5,2.7,N,N,32.3,7.2,N,N,33.3,7.3,N,N,11.4,4.8,N,N,16.6,5.5,N,N,1.9,2.1,N,N,7199,417,36208,2975,86.2,5.6,38357,3348,2.6,2.2,33483,29701,0.2,0.3,N,N,6.4,3.8,21229,15404,0.0,0.4,-,**,3.3,3.5,23288,21065,1.4,1.2,N,N,15.5,5.9,24197,8354,75.9,7.1,40091,4052,26.7,(X),(X),(X),28.9,(X),(X),(X),21.1,(X),(X),(X)
1400000US08001008529,08001008529,"Census Tract 85.29, Adams County, Colorado",3070,214,67595,5081,90.1,3.6,64492,5399,19.0,4.5,12999,11017,16.3,4.9,20266,3052,2.6,2.1,12239,5357,1.5,1.8,N,N,11.1,3.3,24611,8102,1834,254,77749,7651,9.5,4.6,34797,18294,38.9,7.2,57559,9809,31.7,8.3,99173,15696,6.0,4.6,76778,19675,8.2,5.5,95497,27707,5.6,4.2,145292,50931,7433,628,28764,2218,85.6,6.4,29793,2548,1.6,1.5,17597,11422,0.9,1.1,N,N,6.1,5.2,24932,10742,0.0,0.4,-,**,3.2,2.6,14703,7723,2.6,2.7,28474,10439,21.6,3.5,21695,3286,69.4,4.8,31885,3065,25.8,(X),(X),(X),26.6,(X),(X),(X),18.3,(X),(X),(X)
1400000US08001008533,08001008533,"Census Tract 85.33, Adams County, Colorado",2979,177,81864,12344,86.6,3.6,81547,10072,9.1,3.4,5290,1917,14.9,3.6,16000,2062,2.3,1.8,9677,3312,0.6,0.9,N,N,6.7,3.1,92372,119046,1586,153,93236,14592,4.2,3.2,N,N,24.0,8.0,N,N,45.6,8.3,N,N,1.8,2.2,N,N,21.6,6.9,N,N,2.8,2.6,N,N,7790,605,32461,4795,90.7,3.5,33523,5205,1.3,1.1,38311,13878,0.6,0.6,N,N,0.5,0.6,N,N,0.0,0.4,-,**,3.5,2.3,21986,8087,3.5,2.1,20404,5175,23.9,6.5,20201,3936,73.1,6.2,36647,6222,28.2,(X),(X),(X),21.3,(X),(X),(X),21.1,(X),(X),(X)
1400000US08001008534,08001008534,"Census Tract 85.34, Adams County, Colorado",1426,46,86906,7951,97.1,2.2,81771,8039,15.6,4.7,9442,6674,16.9,3.6,17489,2955,2.1,1.8,12750,4931,2.5,2.3,1183,724,13.2,4.1,10007,4558,1208,76,88227,9865,2.2,2.2,N,N,29.8,7.9,N,N,38.0,7.3,N,N,7.1,3.1,N,N,16.9,6.0,N,N,6.0,3.8,N,N,4733,274,27236,2317,88.9,5.0,27692,2520,0.1,0.2,N,N,0.6,0.8,30350,4841,2.5,2.5,29519,20958,0.0,0.6,-,**,0.6,0.7,N,N,7.3,3.6,21528,6854,30.4,5.1,25423,6085,61.9,5.6,28377,3398,28.3,(X),(X),(X),26.3,(X),(X),(X),20.1,(X),(X),(X)
1400000US08001008535,08001008535,"Census Tract 85.35, Adams County, Colorado",1128,60,77034,8569,94.8,2.6,73643,7536,22.0,7.5,13296,5988,11.3,3.5,17705,6180,0.8,1.3,N,N,0.9,1.5,N,N,6.1,3.0,15201,5712,793,143,86221,10809,3.3,3.5,N,N,17.2,9.0,N,N,47.8,11.1,N,N,24.3,11.9,N,N,3.8,5.8,N,N,3.7,5.4,N,N,3553,587,25725,4227,89.2,6.7,26107,4754,0.7,0.7,N,N,1.8,2.2,29173,4005,4.1,4.4,9010,2438,0.0,0.8,-,**,1.2,2.6,70224,440913,3.0,2.0,15477,13091,35.9,9.3,14093,3562,56.4,9.4,33393,6425,18.8,(X),(X),(X),19.5,(X),(X),(X),12.9,(X),(X),(X)
1400000US08001008536,08001008536,"Census Tract 85.36, Adams County, Colorado",878,46,110596,9504,96.7,2.4,103121,8667,18.0,6.4,26949,15294,10.6,3.0,18955,4204,0.3,0.6,N,N,1.0,1.7,N,N,10.6,4.4,25310,8005,722,64,112776,10717,1.8,2.1,N,N,29.8,8.9,N,N,53.7,11.2,N,N,7.6,6.4,N,N,6.5,4.3,N,N,0.6,1.0,N,N,2648,224,37202,3974,87.0,6.1,36513,4475,0.6,0.6,N,N,0.3,0.5,-,**,6.5,6.1,39122,10344,0.0,1.1,-,**,2.8,2.9,38601,9601,2.8,1.8,58756,17159,23.1,4.9,29436,10327,67.0,7.1,38992,4852,34.1,(X),(X),(X),34.3,(X),(X),(X),28.2,(X),(X),(X)
1400000US08001008537,08001008537,"Census Tract 85.37, Adams County, Colorado",1783,140,100775,10977,93.8,3.1,96664,12208,23.1,8.1,8232,4245,16.9,4.5,23317,2639,5.6,4.2,11404,3936,0.2,0.5,N,N,11.3,4.1,21655,5555,1489,107,107595,12053,3.6,2.5,N,N,35.6,8.3,N,N,34.0,8.3,N,N,3.6,3.3,N,N,21.9,6.1,N,N,1.3,2.0,N,N,6420,426,28703,3254,88.8,4.9,29535,3629,0.9,0.9,35853,21161,0.7,0.9,N,N,2.3,1.6,27046,6820,0.0,0.5,-,**,2.4,1.9,12849,8937,4.9,3.5,21511,14157,34.0,5.0,20870,4661,59.9,5.3,34171,5088,25.7,(X),(X),(X),23.2,(X),(X),(X),20.8,(X),(X),(X)
1400000US08001008538,08001008538,"Census Tract 85.38, Adams County, Colorado",1956,95,106756,7146,93.9,2.9,99934,6549,23.8,7.0,14768,8112,17.5,3.7,16684,2130,2.2,2.3,8414,467,0.6,0.9,N,N,19.1,6.1,23330,6265,1701,133,110140,7894,5.3,2.8,N,N,31.0,7.6,N,N,53.7,7.7,N,N,2.5,2.1,N,N,5.0,2.9,N,N,2.4,1.9,N,N,6252,328,34149,2477,80.1,5.8,36367,2664,5.5,3.0,49620,24502,0.3,0.5,N,N,3.3,2.8,11986,6472,0.0,0.5,-,**,4.2,2.2,27876,6732,6.4,3.5,9663,4904,16.7,3.4,26109,5974,71.7,5.1,36918,2965,25.4,(X),(X),(X),27.2,(X),(X),(X),20.3,(X),(X),(X)
1400000US08001008539,08001008539,"Census Tract 85.39, Adams County, Colorado",2764,149,83040,5133,97.1,2.6,79012,5081,7.7,3.6,10248,7665,14.2,4.6,17367,2216,1.8,2.0,6984,3223,0.5,0.9,N,N,10.6,4.8,21840,8871,2335,190,82794,5370,1.3,2.1,N,N,35.1,9.9,N,N,45.9,8.8,N,N,3.9,3.2,N,N,12.5,4.8,N,N,1.3,1.8,N,N,9265,676,25255,1630,78.7,4.8,27270,1777,7.3,2.0,25613,7929,0.0,0.3,-,**,2.6,2.9,8469,11361,2.3,2.0,N,N,1.5,1.6,13937,9737,7.7,4.4,15602,7970,33.3,5.3,21182,3506,50.8,5.5,30274,3156,16.9,(X),(X),(X),17.7,(X),(X),(X),16.7,(X),(X),(X)
1400000US08001008540,08001008540,"Census Tract 85.40, Adams County, Colorado",2377,111,103365,6797,91.5,2.8,102666,7288,18.4,6.2,10968,9427,17.0,4.6,17668,4627,2.6,2.4,7227,3930,0.9,1.4,N,N,10.1,3.6,26194,11243,1951,155,111098,7176,6.0,2.6,N,N,24.3,8.7,N,N,44.1,8.2,N,N,1.5,1.6,N,N,19.8,7.5,N,N,4.3,4.9,N,N,6977,553,35503,2700,85.3,5.3,34746,2737,3.1,4.2,69835,8352,0.5,0.5,N,N,5.6,3.7,39195,10013,0.0,0.4,-,**,2.5,2.2,22651,10744,3.0,2.3,19772,11458,21.1,5.3,28055,4733,69.8,6.6,36400,2859,23.9,(X),(X),(X),27.6,(X),(X),(X),17.7,(X),(X),(X)
1400000US08001008541,08001008541,"Census Tract 85.41, Adams County, Colorado",1662,109,123279,11211,86.8,3.3,119818,11490,31.7,6.9,12510,6247,26.2,5.1,20988,2393,1.6,1.5,9073,434,0.0,1.8,-,**,25.0,5.2,34336,7678,1455,113,127240,11714,10.1,3.5,73130,18416,31.6,6.2,99237,19707,46.1,7.9,154940,14992,2.4,2.2,147877,113544,7.6,5.0,149398,26162,2.1,1.9,97142,31914,4641,381,45334,4389,90.2,4.1,47799,4704,1.1,1.1,N,N,0.0,0.6,-,**,3.1,2.1,21481,11913,0.0,0.6,-,**,1.8,1.6,46360,44707,3.7,2.6,10755,13930,4.5,3.6,27085,9506,88.5,4.3,48279,4699,29.8,(X),(X),(X),30.5,(X),(X),(X),23.9,(X),(X),(X)
1400000US08001008542,08001008542,"Census Tract 85.42, Adams County, Colorado",2246,136,88173,8194,90.5,4.8,89576,7486,14.0,5.1,4202,1721,14.3,4.6,16281,2654,2.4,2.2,9809,5056,0.7,1.2,N,N,11.5,4.2,21155,8341,1751,164,96184,8129,3.7,2.6,55020,8108,22.0,7.5,69290,19951,51.3,8.4,108952,8181,6.6,4.5,83761,26603,12.8,5.6,113046,20245,3.6,3.8,83708,17840,7358,586,27671,2738,84.8,5.7,28717,3102,4.3,4.0,15902,20499,0.0,0.4,-,**,3.5,3.5,20206,19907,1.5,2.0,N,N,2.0,1.8,31819,12956,3.9,2.4,15511,11766,17.2,5.1,30290,8326,70.0,6.0,28228,3075,35.3,(X),(X),(X),36.6,(X),(X),(X),28.3,(X),(X),(X)
1400000US08001008543,08001008543,"Census Tract 85.43, Adams County, Colorado",2503,129,94902,14072,80.8,4.1,98931,16120,29.2,6.6,8947,5195,25.8,4.8,21833,2523,7.7,3.5,13643,6259,0.8,1.2,N,N,20.5,5.2,22323,4501,1843,154,100258,15637,10.7,3.8,N,N,17.4,6.3,N,N,46.1,7.7,N,N,13.2,5.9,N,N,9.9,6.0,N,N,2.8,3.0,N,N,8262,529,30279,4573,91.5,4.1,31453,5107,0.5,0.6,N,N,0.3,0.4,N,N,1.2,1.4,N,N,0.2,0.3,-,**,3.8,2.9,15023,4360,2.6,2.1,21760,21924,32.2,5.8,18548,2980,64.6,5.9,36224,7265,30.2,(X),(X),(X),28.3,(X),(X),(X),23.1,(X),(X),(X)
1400000US08001008544,08001008544,"Census Tract 85.44, Adams County, Colorado",1364,101,115997,7944,94.2,3.4,112436,8231,20.0,5.6,6075,2066,14.0,3.8,18970,5450,2.0,1.9,17826,4299,0.0,2.2,-,**,13.0,4.7,20323,10115,1145,109,117697,9089,3.4,2.8,60687,10042,24.8,7.5,102861,18289,51.3,9.6,129919,12107,8.7,4.8,105963,40280,11.8,5.9,120930,33511,0.0,2.6,-,**,4515,322,35638,3210,86.4,3.9,36523,3657,1.0,1.2,52980,19914,0.4,0.4,N,N,10.0,3.1,28263,9700,0.0,0.7,-,**,0.8,0.7,52824,31322,1.6,1.5,4969,3630,10.5,4.3,36332,8466,78.4,5.2,36330,3583,22.1,(X),(X),(X),24.9,(X),(X),(X),18.6,(X),(X),(X)
1400000US08001008545,08001008545,"Census Tract 85.45, Adams County, Colorado",2217,83,111546,10784,88.0,5.1,108085,12539,30.7,6.5,5766,3338,26.8,6.3,19574,3553,2.2,2.2,5723,3767,1.4,1.7,N,N,18.7,6.2,34324,11748,1959,121,112071,12223,9.6,4.9,49976,13811,26.3,7.6,92760,13080,35.9,8.3,119522,13878,8.8,5.7,185341,111484,16.4,6.2,130736,23098,3.0,2.8,74881,13928,7296,434,34485,4107,84.0,4.4,36328,4695,2.1,2.1,40576,22391,1.0,1.2,25658,3652,6.4,2.7,16587,5771,0.0,0.4,-,**,1.6,1.8,34294,26177,4.9,2.7,25567,15850,14.2,5.5,23418,11844,72.8,6.4,38216,5034,33.6,(X),(X),(X),30.8,(X),(X),(X),22.4,(X),(X),(X)
1400000US08001008546,08001008546,"Census Tract 85.46, Adams County, Colorado",1088,47,82255,9595,93.3,5.3,79689,9913,12.9,6.9,15154,10533,17.4,5.0,15794,4277,1.4,1.4,N,N,3.3,3.2,N,N,15.7,7.7,10995,5572,806,102,90701,12428,7.6,7.4,N,N,22.5,10.3,N,N,53.0,10.7,N,N,7.2,5.4,N,N,8.3,7.2,N,N,1.5,2.4,N,N,2956,248,31005,4190,89.4,5.0,30244,4051,0.0,1.0,-,**,0.0,1.0,-,**,4.5,3.4,44423,18146,0.0,1.0,-,**,4.0,3.3,15503,7255,2.1,1.6,64452,46894,23.6,5.2,17599,5300,70.3,6.0,33742,4770,22.7,(X),(X),(X),22.7,(X),(X),(X),13.8,(X),(X),(X)
1400000US08001008547,08001008547,"Census Tract 85.47, Adams County, Colorado",1198,54,86490,12215,95.2,3.3,79848,12511,15.9,6.6,7967,5710,19.2,7.0,9992,2342,4.3,3.3,8260,3551,5.8,5.0,7667,4168,12.1,4.5,39826,11265,904,109,93090,15696,3.3,3.2,N,N,20.6,6.9,N,N,52.3,8.8,N,N,13.9,6.4,N,N,8.1,6.4,N,N,1.8,2.1,N,N,4021,457,27180,3579,94.9,3.3,26512,3433,0.0,0.7,-,**,1.4,1.8,87032,41099,1.7,1.7,16406,4761,0.0,0.7,-,**,1.0,1.2,27838,12741,1.0,1.0,25075,35344,23.3,6.3,17729,5104,72.7,6.1,29309,4156,26.3,(X),(X),(X),27.9,(X),(X),(X),22.6,(X),(X),(X)
1400000US08001008548,08001008548,"Census Tract 85.48, Adams County, Colorado",530,45,95905,11267,93.8,5.0,96514,11384,16.4,9.2,2994,2186,11.7,5.8,13150,5070,3.2,2.9,13553,8954,2.3,2.4,N,N,15.3,9.3,13619,4048,406,57,98895,11471,3.4,4.0,N,N,28.3,11.8,N,N,47.5,11.6,N,N,16.5,10.4,N,N,1.5,2.1,N,N,2.7,3.1,N,N,1488,129,35457,4506,91.6,4.6,36366,4902,1.2,2.1,N,N,0.0,2.0,-,**,2.3,2.3,29109,29213,0.4,0.6,N,N,3.2,3.1,14455,5322,1.3,1.2,-,**,30.4,9.1,20349,6265,65.7,8.6,41971,5949,17.2,(X),(X),(X),22.4,(X),(X),(X),14.8,(X),(X),(X)
1400000US08001008549,08001008549,"Census Tract 85.49, Adams County, Colorado",1309,57,92480,8479,98.0,1.8,89420,9423,14.7,5.4,5018,3639,10.3,4.8,16954,3859,0.8,1.0,N,N,2.5,2.3,4236,448,9.2,4.6,15998,7108,1092,90,92755,9682,1.0,1.4,N,N,22.1,7.4,N,N,48.4,9.6,N,N,13.1,7.6,N,N,12.5,5.6,N,N,3.0,3.4,N,N,4437,320,28156,2838,88.0,5.7,28477,3217,0.5,0.8,N,N,3.2,3.2,29704,19004,2.6,2.6,22207,13453,0.0,0.7,-,**,2.0,1.9,33390,22946,3.7,2.5,20034,11072,30.3,5.7,19523,4610,63.1,7.1,32731,4646,31.7,(X),(X),(X),27.7,(X),(X),(X),23.8,(X),(X),(X)
1400000US08001008550,08001008550,"Census Tract 85.50, Adams County, Colorado",2612,118,83982,6754,87.3,4.0,85782,7190,22.1,4.9,3882,2664,20.1,5.0,21066,3860,2.5,1.9,16542,7313,2.5,2.7,N,N,12.4,3.6,18195,4513,2175,157,89134,7988,8.2,4.5,N,N,31.0,7.1,N,N,46.5,8.8,N,N,2.4,2.0,N,N,11.0,5.6,N,N,0.9,1.3,N,N,7932,581,28348,2493,83.3,4.8,29045,2551,1.0,1.0,23549,13686,0.2,0.3,N,N,8.8,4.2,15465,10022,0.0,0.4,-,**,2.2,2.1,38571,13070,4.4,2.8,36606,14263,14.7,4.4,30059,5866,72.4,6.4,29503,2686,29.0,(X),(X),(X),25.9,(X),(X),(X),21.8,(X),(X),(X)
1400000US08001008551,08001008551,"Census Tract 85.51, Adams County, Colorado",357,19,148124,28711,88.8,7.8,143047,33252,33.9,10.9,11879,7644,31.1,13.1,20680,8920,9.2,6.0,5352,2471,0.8,1.5,N,N,25.8,12.9,26303,10108,341,23,148511,30299,10.0,7.8,N,N,26.7,12.9,N,N,40.5,12.0,N,N,0.0,8.4,N,N,16.1,10.0,N,N,6.7,9.0,N,N,1400,197,38300,8734,83.8,12.5,41919,10117,2.6,2.7,N,N,0.0,2.1,-,**,7.9,8.7,19593,3884,0.0,2.1,-,**,0.0,2.1,-,**,5.6,6.9,N,N,18.9,12.7,12301,6242,66.5,16.0,50599,10549,28.9,(X),(X),(X),28.7,(X),(X),(X),22.7,(X),(X),(X)
1400000US08001008603,08001008603,"Census Tract 86.03, Adams County, Colorado",754,65,51357,10034,88.5,4.6,50435,10653,6.1,3.5,2185,1724,18.7,6.3,16095,5359,8.0,6.1,6265,2487,0.0,3.9,-,**,13.4,5.6,11316,5380,506,77,46001,6298,13.4,7.0,24721,20582,30.8,10.6,34098,10517,22.1,12.0,52287,10051,23.3,13.4,54347,15513,7.3,5.2,62784,19103,3.0,2.7,112267,41385,2219,322,18379,3874,88.6,7.0,18627,4441,1.1,1.9,N,N,0.6,1.1,N,N,0.7,0.8,9175,5251,0.0,1.3,-,**,7.9,6.1,17735,10560,1.1,1.0,N,N,67.2,9.4,14295,5006,30.7,9.1,27985,5757,48.8,(X),(X),(X),57.3,(X),(X),(X),36.5,(X),(X),(X)
1400000US08001008604,08001008604,"Census Tract 86.04, Adams County, Colorado",1139,85,59320,7671,83.4,5.8,58970,7777,9.8,4.3,5028,6359,30.0,5.5,14365,2103,3.7,4.0,14512,1987,0.8,1.3,N,N,19.2,5.2,21403,7061,821,103,68427,9688,8.5,5.5,33039,18181,42.0,10.4,46603,9433,16.6,6.2,93521,11878,9.9,6.8,51515,22629,16.2,8.0,102738,34960,6.8,5.2,129138,49373,5160,484,18841,2111,82.6,4.5,20188,2536,4.5,1.4,14585,12549,1.7,1.3,12290,9779,0.4,0.6,N,N,0.0,0.6,-,**,5.8,2.9,9387,2672,5.0,2.3,14333,4360,55.7,5.9,15432,3473,37.6,6.1,24157,3824,37.0,(X),(X),(X),37.0,(X),(X),(X),28.2,(X),(X),(X)
1400000US08001008605,08001008605,"Census Tract 86.05, Adams County, Colorado",1311,90,68171,7402,77.0,6.4,71735,8446,14.9,5.1,6978,3654,32.7,6.4,16100,3043,6.9,3.2,8574,1476,2.4,3.0,N,N,21.7,5.4,22650,7369,994,109,75658,8847,21.5,7.7,37555,11138,35.0,9.3,58242,12312,22.5,6.8,109827,14534,4.5,2.5,40640,11422,13.0,4.9,140416,18319,3.4,3.3,69285,15912,3638,295,25427,2760,91.9,3.7,25760,2920,0.0,0.8,-,**,0.3,0.4,N,N,2.7,1.9,25351,13344,0.0,0.8,-,**,0.9,1.5,N,N,4.1,2.5,17475,17296,28.0,7.2,22004,4686,66.8,7.6,26958,3412,34.9,(X),(X),(X),35.0,(X),(X),(X),27.9,(X),(X),(X)
